customer_id,frequency,monetary_total,monetary_avg,monetary_min,monetary_max,monetary_std,recency_days,first_purchase_days,customer_tenure_days,avg_days_between_purchases,is_one_time_buyer,unique_service_count,unique_service_category,unique_location,favorite_category,pct_spent_cosmetic,pct_spent_diagnostic,pct_spent_maintenance,pct_spent_repair,total_offer_received,total_opens,open_rate,total_clicks,click_rate,total_redemptions,redemption_rate,favorite_offer_type,redemptions_bundle,redemptions_credit,redemptions_discount,redemptions_free_service,redemptions_points,redemptions_referral,cluster
01XEL4SO5Z,6,956.59,159.43,109.93,189.67,26.88,188,1078,890,148.3,0,3,2,2,Cosmetic,0.687,0.0,0.313,0.0,4,1,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
01XFS0N8EN,2,137.74,68.87,52.88,84.86,22.61,290,1078,788,394.0,0,2,2,2,Maintenance,0.0,0.0,0.384,0.616,7,3,0.429,1,0.143,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,7
01XFW8C6FD,8,1157.09,144.64,93.59,168.9,24.73,50,991,941,117.6,0,2,2,3,Cosmetic,0.919,0.0,0.081,0.0,6,1,0.167,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
01XGO2YMM7,12,1207.25,100.6,27.28,167.44,49.96,28,851,823,68.6,0,7,4,2,Cosmetic,0.631,0.066,0.17,0.133,5,2,0.4,1,0.2,1,0.2,Referral,0.0,0.0,0.0,0.0,0.0,1.0,0
01XH2ULFKE,1,144.52,144.52,144.52,144.52,0.0,688,688,0,0.0,1,1,1,1,Repair,0.0,0.0,0.0,1.0,5,2,0.4,1,0.2,1,0.2,Referral,0.0,0.0,0.0,0.0,0.0,1.0,6
01XHS2UN99,3,154.52,51.51,26.02,88.84,33.04,61,773,712,237.3,0,3,1,1,Maintenance,0.0,0.0,1.0,0.0,9,2,0.222,1,0.111,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01XM7XYMP8,4,263.08,65.77,26.32,114.33,40.57,59,1059,1000,250.0,0,4,2,1,Repair,0.0,0.0,0.249,0.751,5,1,0.2,1,0.2,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,4
01XNR61JUT,1,166.61,166.61,166.61,166.61,0.0,27,27,0,0.0,1,1,1,1,Cosmetic,1.0,0.0,0.0,0.0,7,3,0.429,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
01XPA2Z29O,3,223.25,74.42,72.31,76.73,2.22,236,1003,767,255.7,0,1,1,1,Diagnostic,0.0,1.0,0.0,0.0,4,2,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01XQKMK8EV,5,704.19,140.84,86.74,166.3,33.41,78,842,764,152.8,0,2,2,1,Cosmetic,0.877,0.0,0.0,0.123,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
01XT4BHJZ1,6,637.94,106.32,25.81,173.09,51.75,147,947,800,133.3,0,4,2,2,Repair,0.0,0.0,0.312,0.688,5,2,0.4,2,0.4,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,8
01XWRUBIE9,10,1022.48,102.25,73.71,141.49,22.41,12,1083,1071,107.1,0,3,2,3,Repair,0.0,0.0,0.097,0.903,2,1,0.5,1,0.5,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,8
01XZ6OIZEM,6,561.11,93.52,46.86,166.2,44.49,319,709,390,65.0,0,5,2,4,Maintenance,0.0,0.0,0.793,0.207,8,2,0.25,1,0.125,1,0.125,Points,0.0,0.0,0.0,0.0,1.0,0.0,4
01XZRRP9O4,4,489.77,122.44,52.39,159.79,47.75,6,1070,1064,266.0,0,2,2,2,Cosmetic,0.893,0.0,0.107,0.0,3,1,0.333,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
01Y0WSXZM2,2,106.14,53.07,49.15,56.99,5.54,434,842,408,204.0,0,1,1,1,Maintenance,0.0,0.0,1.0,0.0,3,1,0.333,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01Y3IYGV56,19,2250.04,118.42,26.64,168.84,46.03,4,1070,1066,56.1,0,6,3,5,Cosmetic,0.731,0.0,0.21,0.059,10,3,0.3,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
01Y4SFV9T5,4,356.84,89.21,34.76,174.35,64.25,740,1095,355,88.8,0,3,1,2,Maintenance,0.0,0.0,1.0,0.0,5,2,0.4,1,0.2,1,0.2,Credit,0.0,1.0,0.0,0.0,0.0,0.0,2
01Y5Q8W5VH,4,319.67,79.92,55.27,128.3,33.53,229,887,658,164.5,0,3,3,3,Diagnostic,0.0,0.426,0.173,0.401,6,1,0.167,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
01Y8OR13OB,1,152.06,152.06,152.06,152.06,0.0,874,874,0,0.0,1,1,1,1,Cosmetic,1.0,0.0,0.0,0.0,9,4,0.444,1,0.111,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,6
01Y8VWLTQ4,2,285.63,142.82,133.79,151.84,12.76,500,1092,592,296.0,0,1,1,2,Cosmetic,1.0,0.0,0.0,0.0,4,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,6
01Y9ZNPRO7,2,128.68,64.34,63.86,64.82,0.68,427,701,274,137.0,0,1,1,2,Diagnostic,0.0,1.0,0.0,0.0,9,5,0.556,2,0.222,1,0.111,Bundle,1.0,0.0,0.0,0.0,0.0,0.0,9
01YAPA4E17,7,975.3,139.33,77.56,162.6,29.04,164,964,800,114.3,0,3,3,3,Cosmetic,0.754,0.08,0.167,0.0,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
01YCSQBFE7,2,221.0,110.5,76.01,144.99,48.78,501,553,52,26.0,0,2,2,2,Repair,0.0,0.344,0.0,0.656,7,3,0.429,2,0.286,1,0.143,Bundle,0.0,0.0,0.0,0.0,1.0,0.0,2
01YDJEWQQ1,2,166.51,83.26,38.48,128.03,63.32,420,561,141,70.5,0,2,2,1,Maintenance,0.769,0.0,0.231,0.0,10,6,0.6,1,0.1,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,7
01YDOZFP87,2,276.92,138.46,131.46,145.46,9.9,91,1013,922,461.0,0,1,1,2,Cosmetic,1.0,0.0,0.0,0.0,4,3,0.75,2,0.5,0,0.0,Referral,0.0,0.0,0.0,0.0,0.0,0.0,8
01YF0QKK9D,6,384.48,64.08,32.08,75.58,15.92,208,766,558,93.0,0,2,2,3,Diagnostic,0.0,0.917,0.083,0.0,4,1,0.25,1,0.25,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01YGVMNJ8S,6,713.77,118.96,49.55,170.77,48.67,322,856,534,89.0,0,3,3,4,Cosmetic,0.834,0.0,0.069,0.097,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
01YI7PBBPC,3,214.51,71.5,67.0,75.8,4.4,133,1046,913,304.3,0,1,1,2,Diagnostic,0.0,1.0,0.0,0.0,4,1,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01YIE2WNYB,3,188.39,62.8,38.05,77.43,21.55,212,571,359,119.7,0,2,2,1,Diagnostic,0.0,0.798,0.202,0.0,7,2,0.286,2,0.286,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,7
01YL2PAEOQ,6,427.59,71.26,34.33,159.88,47.48,46,735,689,114.8,0,4,3,1,Maintenance,0.374,0.0,0.415,0.211,5,3,0.6,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
01YLJZ48D0,5,344.11,68.82,41.62,96.25,25.41,86,509,423,84.6,0,4,2,4,Maintenance,0.0,0.0,0.801,0.199,9,2,0.222,2,0.222,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
01YMOZBGU2,5,670.12,134.02,101.62,157.3,21.08,224,1071,847,169.4,0,2,2,1,Cosmetic,0.848,0.0,0.152,0.0,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
01YN07UEYI,2,285.27,142.64,139.7,145.57,4.15,60,999,939,469.5,0,1,1,2,Repair,0.0,0.0,0.0,1.0,5,2,0.4,1,0.2,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
01YO4IPZ8I,3,162.4,54.13,31.07,94.98,35.47,19,940,921,307.0,0,3,1,2,Maintenance,0.0,0.0,1.0,0.0,4,2,0.5,1,0.25,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,7
01YOFBVKU1,2,150.34,75.17,44.87,105.47,42.85,21,548,527,263.5,0,2,1,2,Maintenance,0.0,0.0,1.0,0.0,4,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01YSAFALU6,13,1422.01,109.39,28.82,170.83,47.28,73,1040,967,74.4,0,6,3,5,Maintenance,0.624,0.0,0.281,0.095,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
01YTROHW81,2,140.44,70.22,60.81,79.63,13.31,329,1087,758,379.0,0,1,1,2,Diagnostic,0.0,1.0,0.0,0.0,8,2,0.25,1,0.125,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,7
01YVG7M382,7,538.43,76.92,43.19,136.75,29.1,117,999,882,126.0,0,3,3,5,Diagnostic,0.0,0.666,0.08,0.254,9,3,0.333,1,0.111,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,3
01YW8MQ0ZC,4,503.7,125.93,54.19,167.52,50.16,17,996,979,244.8,0,3,2,1,Maintenance,0.56,0.0,0.44,0.0,9,3,0.333,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
01YWEJTW25,4,268.3,67.08,30.18,114.33,34.89,340,897,557,139.2,0,3,2,3,Maintenance,0.0,0.461,0.539,0.0,8,3,0.375,1,0.125,0,0.0,Points,0.0,0.0,0.0,0.0,0.0,0.0,7
01YWEWB781,5,621.37,124.27,54.44,193.41,59.85,164,986,822,164.4,0,4,3,4,Maintenance,0.23,0.0,0.658,0.112,4,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
01Z4KZDEHM,2,81.22,40.61,26.57,54.65,19.86,169,420,251,125.5,0,2,1,1,Maintenance,0.0,0.0,1.0,0.0,9,4,0.444,1,0.111,1,0.111,Free Service,0.0,0.0,0.0,1.0,0.0,0.0,7
01Z4WUBD2E,1,83.65,83.65,83.65,83.65,0.0,222,222,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,3,2,0.667,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01Z4WUG9VZ,1,99.87,99.87,99.87,99.87,0.0,250,250,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,10,4,0.4,1,0.1,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01Z536MJ76,16,1373.14,85.82,25.75,200.14,65.55,63,755,692,43.2,0,7,3,5,Maintenance,0.12,0.0,0.793,0.087,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
01Z6HIXV9N,7,652.15,93.16,32.62,139.68,43.54,254,809,555,79.3,0,5,2,3,Repair,0.0,0.0,0.263,0.737,5,1,0.2,1,0.2,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
01Z7FVCEJC,6,674.65,112.44,43.41,171.98,49.94,342,1029,687,114.5,0,5,3,1,Repair,0.255,0.0,0.304,0.441,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
01Z82XRHT7,1,79.59,79.59,79.59,79.59,0.0,241,241,0,0.0,1,1,1,1,Repair,0.0,0.0,0.0,1.0,4,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01ZASPVTOE,8,1129.81,141.23,49.92,169.25,39.31,16,993,977,122.1,0,3,3,3,Cosmetic,0.834,0.0,0.044,0.122,6,2,0.333,1,0.167,1,0.167,Points,0.0,0.0,0.0,0.0,1.0,0.0,3
01ZB1LLHCG,2,234.52,117.26,108.34,126.18,12.61,419,921,502,251.0,0,2,2,2,Maintenance,0.0,0.0,0.462,0.538,7,2,0.286,1,0.143,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,1
01ZCLO4LAY,1,102.46,102.46,102.46,102.46,0.0,487,487,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
01ZD7DIJ14,6,881.62,146.94,92.65,169.38,29.82,429,1010,581,96.8,0,2,2,4,Cosmetic,0.895,0.0,0.105,0.0,5,1,0.2,1,0.2,0,0.0,Points,0.0,0.0,0.0,0.0,0.0,0.0,1
01ZDRCQ8NE,3,264.46,88.15,60.99,128.72,35.8,275,1065,790,263.3,0,2,2,2,Diagnostic,0.487,0.513,0.0,0.0,4,3,0.75,2,0.5,1,0.25,Credit,0.0,1.0,0.0,0.0,0.0,0.0,5
01ZJLRJYER,3,163.94,54.65,32.77,92.36,32.8,167,464,297,99.0,0,3,1,2,Maintenance,0.0,0.0,1.0,0.0,6,4,0.667,1,0.167,0,0.0,Referral,0.0,0.0,0.0,0.0,0.0,0.0,7
01ZJPI0VO0,5,355.31,71.06,63.74,76.77,5.76,80,856,776,155.2,0,1,1,2,Diagnostic,0.0,1.0,0.0,0.0,8,3,0.375,1,0.125,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,7
01ZK594IPF,8,636.39,79.55,26.88,154.95,51.14,60,1038,978,122.2,0,5,2,3,Maintenance,0.0,0.0,0.766,0.234,9,4,0.444,1,0.111,1,0.111,Discount,0.0,0.0,1.0,0.0,0.0,0.0,3
01ZMR9J6C4,17,1324.9,77.94,31.22,136.77,21.45,104,1078,974,57.3,0,6,4,6,Diagnostic,0.103,0.545,0.231,0.121,10,3,0.3,1,0.1,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,0
01ZMSEBG4S,3,186.93,62.31,45.45,73.64,14.89,232,952,720,240.0,0,2,2,2,Diagnostic,0.0,0.757,0.243,0.0,4,1,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01ZNXKQQZL,15,1295.87,86.39,32.26,142.72,33.3,35,1014,979,65.3,0,5,2,2,Repair,0.0,0.0,0.097,0.903,4,2,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
01ZOEA7SAL,4,517.23,129.31,31.32,169.9,65.84,308,718,410,102.5,0,2,2,2,Cosmetic,0.939,0.0,0.061,0.0,8,5,0.625,2,0.25,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,8
01ZP6CC7HU,3,178.04,59.35,37.94,75.6,19.35,127,933,806,268.7,0,2,2,2,Diagnostic,0.0,0.787,0.213,0.0,4,2,0.5,1,0.25,0,0.0,Credit,0.0,0.0,0.0,0.0,0.0,0.0,7
01ZS0BH2MX,1,72.76,72.76,72.76,72.76,0.0,477,477,0,0.0,1,1,1,1,Diagnostic,0.0,1.0,0.0,0.0,7,2,0.286,1,0.143,1,0.143,Free Service,0.0,0.0,0.0,1.0,0.0,0.0,9
01ZSEZ8XCY,18,1174.04,65.22,36.56,79.51,14.68,31,1093,1062,59.0,0,3,2,4,Diagnostic,0.0,0.861,0.139,0.0,10,3,0.3,2,0.2,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,0
01ZTC7NTN6,2,139.38,69.69,49.33,90.05,28.79,352,1075,723,361.5,0,2,1,1,Maintenance,0.0,0.0,1.0,0.0,5,2,0.4,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
01ZU27MV9Q,7,740.37,105.77,61.59,156.43,41.01,94,1090,996,142.3,0,4,4,4,Diagnostic,0.411,0.273,0.128,0.188,7,1,0.143,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
01ZVYVRWD0,1,86.53,86.53,86.53,86.53,0.0,527,527,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
01ZWVCSTQC,6,407.42,67.9,30.37,196.75,63.44,31,744,713,118.8,0,4,1,4,Maintenance,0.0,0.0,1.0,0.0,7,5,0.714,1,0.143,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,7
01ZXMPRADB,13,1046.25,80.48,25.63,169.88,44.2,16,1021,1005,77.3,0,8,3,3,Maintenance,0.154,0.0,0.608,0.237,3,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
01ZYFE5FTC,2,111.95,55.98,40.2,71.75,22.31,76,742,666,333.0,0,2,2,1,Maintenance,0.0,0.0,0.359,0.641,7,4,0.571,1,0.143,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,7
0200E7EJTK,3,258.64,86.21,65.81,126.12,34.56,39,638,599,199.7,0,2,2,1,Diagnostic,0.0,0.512,0.0,0.488,9,2,0.222,1,0.111,0,0.0,Points,0.0,0.0,0.0,0.0,0.0,0.0,7
020168F115,5,402.2,80.44,28.9,179.69,58.06,540,998,458,91.6,0,4,2,3,Maintenance,0.0,0.35,0.65,0.0,10,6,0.6,1,0.1,1,0.1,Discount,0.0,0.0,1.0,0.0,0.0,0.0,2
0202N2AHZI,13,1311.07,100.85,63.48,183.86,40.5,16,1079,1063,81.8,0,4,3,4,Diagnostic,0.111,0.389,0.5,0.0,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
020312GQ1Z,2,354.7,177.35,171.77,182.93,7.89,189,556,367,183.5,0,1,1,2,Maintenance,0.0,0.0,1.0,0.0,4,2,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
02088FTWRU,3,205.94,68.65,40.64,96.01,27.69,247,1053,806,268.7,0,3,2,2,Maintenance,0.0,0.0,0.664,0.336,2,2,1.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
0209WC9DJV,6,381.86,63.64,34.33,111.72,30.83,38,977,939,156.5,0,5,1,1,Maintenance,0.0,0.0,1.0,0.0,3,2,0.667,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
020A9ROB5N,2,122.02,61.01,59.72,62.3,1.82,446,1050,604,302.0,0,1,1,2,Diagnostic,0.0,1.0,0.0,0.0,10,4,0.4,1,0.1,0,0.0,Points,0.0,0.0,0.0,0.0,0.0,0.0,9
020AX7ZT5O,16,998.7,62.42,25.71,139.01,35.21,60,1078,1018,63.6,0,6,2,6,Maintenance,0.0,0.0,0.861,0.139,8,2,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
020DF55VSX,1,80.54,80.54,80.54,80.54,0.0,461,461,0,0.0,1,1,1,1,Repair,0.0,0.0,0.0,1.0,3,2,0.667,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
020FRJ00NS,2,150.92,75.46,73.42,77.5,2.88,424,685,261,130.5,0,1,1,1,Repair,0.0,0.0,0.0,1.0,6,2,0.333,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
020GLUNUVL,2,116.21,58.1,26.15,90.06,45.19,244,402,158,79.0,0,2,1,1,Maintenance,0.0,0.0,1.0,0.0,10,3,0.3,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
020H2E0HAG,4,276.29,69.07,62.06,74.24,5.15,51,881,830,207.5,0,1,1,3,Diagnostic,0.0,1.0,0.0,0.0,8,2,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
020JVUT9SY,5,522.01,104.4,59.51,125.73,26.62,62,833,771,154.2,0,3,3,2,Repair,0.0,0.114,0.198,0.688,2,1,0.5,1,0.5,1,0.5,Discount,0.0,0.0,1.0,0.0,0.0,0.0,5
020LP2S2H1,7,508.95,72.71,26.7,148.25,45.49,235,1086,851,121.6,0,4,2,2,Maintenance,0.291,0.0,0.709,0.0,7,1,0.143,1,0.143,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,4
020NPPBIXP,6,871.21,145.2,87.5,206.54,48.42,78,1084,1006,167.7,0,4,2,2,Maintenance,0.0,0.0,0.838,0.162,7,1,0.143,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
020PX3AVL8,6,486.82,81.14,35.65,177.71,54.63,102,986,884,147.3,0,5,1,1,Maintenance,0.0,0.0,1.0,0.0,9,2,0.222,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
020RBT3O01,5,646.9,129.38,40.72,171.15,50.92,407,1059,652,130.4,0,2,2,2,Cosmetic,0.937,0.0,0.063,0.0,6,2,0.333,1,0.167,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,1
020SIYVTSZ,2,292.5,146.25,131.29,161.21,21.16,663,862,199,99.5,0,1,1,2,Cosmetic,1.0,0.0,0.0,0.0,8,3,0.375,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,6
020UR61314,10,852.45,85.24,31.38,183.72,48.48,173,922,749,74.9,0,7,2,2,Maintenance,0.0,0.0,0.852,0.148,9,5,0.556,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
020W0X0AT7,5,635.88,127.18,70.6,198.56,55.8,15,844,829,165.8,0,3,3,2,Diagnostic,0.0,0.228,0.571,0.201,2,1,0.5,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
020XJ1G8T7,2,309.27,154.64,146.45,162.82,11.58,156,929,773,386.5,0,1,1,1,Cosmetic,1.0,0.0,0.0,0.0,5,2,0.4,1,0.2,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,1
020ZQS1HHF,14,1827.89,130.56,53.79,201.88,44.34,66,1005,939,67.1,0,5,4,4,Cosmetic,0.667,0.124,0.14,0.068,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
020ZTX6P8Z,7,690.82,98.69,26.78,205.17,69.26,370,978,608,86.9,0,6,1,2,Maintenance,0.0,0.0,1.0,0.0,4,1,0.25,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,4
021081D3NT,6,434.1,72.35,30.69,128.76,31.83,236,436,200,33.3,0,3,3,3,Diagnostic,0.297,0.633,0.071,0.0,4,4,1.0,1,0.25,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,8
0210ZJ9OV6,1,147.99,147.99,147.99,147.99,0.0,542,542,0,0.0,1,1,1,1,Repair,0.0,0.0,0.0,1.0,6,3,0.5,1,0.167,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,6
0212FJXIW7,2,191.86,95.93,76.36,115.5,27.68,512,625,113,56.5,0,2,1,2,Repair,0.0,0.0,0.0,1.0,2,0,0.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,9
0214XDZOW2,6,798.26,133.04,27.91,167.94,53.0,58,848,790,131.7,0,2,2,3,Cosmetic,0.965,0.0,0.035,0.0,5,1,0.2,1,0.2,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,1
0215SMVI0N,3,294.0,98.0,71.94,136.66,34.15,161,574,413,137.7,0,2,1,2,Repair,0.0,0.0,0.0,1.0,6,4,0.667,2,0.333,1,0.167,Free Service,0.0,0.0,0.0,1.0,0.0,0.0,2
021ALT5ENO,7,770.41,110.06,48.68,154.16,38.3,43,898,855,122.1,0,5,3,1,Repair,0.172,0.0,0.263,0.564,3,2,0.667,1,0.333,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,3
021BZOKGWL,6,618.6,103.1,75.18,159.87,33.41,15,955,940,156.7,0,4,3,3,Repair,0.258,0.0,0.142,0.6,8,3,0.375,1,0.125,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,3
021D8J5P97,5,352.88,70.58,26.65,174.87,59.89,44,1055,1011,202.2,0,5,2,2,Maintenance,0.0,0.184,0.816,0.0,6,3,0.5,1,0.167,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,3
021EQUBXUE,2,323.45,161.72,156.95,166.5,6.75,537,955,418,209.0,0,1,1,2,Maintenance,0.0,0.0,1.0,0.0,7,3,0.429,1,0.143,0,0.0,Referral,0.0,0.0,0.0,0.0,0.0,0.0,6
021G0VYV8R,2,264.47,132.24,131.99,132.48,0.35,232,800,568,284.0,0,1,1,2,Cosmetic,1.0,0.0,0.0,0.0,8,4,0.5,1,0.125,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,1
021IJ790YY,1,110.74,110.74,110.74,110.74,0.0,800,800,0,0.0,1,1,1,1,Maintenance,0.0,0.0,1.0,0.0,10,3,0.3,2,0.2,0,0.0,Discount,0.0,0.0,0.0,0.0,0.0,0.0,6
021K78IKG2,6,845.68,140.95,33.35,197.55,62.09,51,1015,964,160.7,0,3,1,1,Maintenance,0.0,0.0,1.0,0.0,2,1,0.5,1,0.5,1,0.5,Referral,0.0,0.0,0.0,0.0,0.0,1.0,5
021L0SWSEM,13,1688.3,129.87,78.92,158.89,28.31,82,967,885,68.1,0,5,4,6,Cosmetic,0.781,0.047,0.053,0.119,5,2,0.4,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
021OVXV9HY,4,416.11,104.03,73.26,133.81,29.39,138,373,235,58.8,0,2,1,4,Repair,0.0,0.0,0.0,1.0,3,3,1.0,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,7
021QTE4VF8,7,715.26,102.18,26.16,174.98,52.63,142,1005,863,123.3,0,6,2,1,Maintenance,0.215,0.0,0.785,0.0,3,1,0.333,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,3
021SDK56RB,1,86.33,86.33,86.33,86.33,0.0,862,862,0,0.0,1,1,1,1,Repair,0.0,0.0,0.0,1.0,2,1,0.5,1,0.5,1,0.5,Credit,0.0,1.0,0.0,0.0,0.0,0.0,5
021SOO48OI,19,1781.75,93.78,30.06,192.04,64.29,115,1026,911,47.9,0,6,2,7,Maintenance,0.0,0.041,0.959,0.0,3,1,0.333,0,0.0,0,0.0,Bundle,0.0,0.0,0.0,0.0,0.0,0.0,0
021YJ5E51Q,4,413.19,103.3,67.94,144.7,36.93,144,1045,901,225.2,0,3,2,1,Repair,0.0,0.164,0.0,0.836,9,4,0.444,1,0.111,1,0.111,Referral,0.0,0.0,0.0,0.0,0.0,1.0,2
021ZCTPANQ,15,1770.78,118.05,35.4,187.36,46.71,41,1066,1025,68.3,0,6,3,4,Cosmetic,0.655,0.077,0.268,0.0,7,2,0.286,1,0.143,0,0.0,Free Service,0.0,0.0,0.0,0.0,0.0,0.0,0
